I20251130 15:41:08.128051 26699 Sta.cc:383] read verilog file /home/meowth/ysyx/ysyx-workbench/yosys/yosys-sta/result/ysyx_25030077-330MHz/ysyx_25030077.netlist.fixed.v start
I20251130 15:41:08.128427 26699 VerilogParserRustC.cc:41] load verilog file /home/meowth/ysyx/ysyx-workbench/yosys/yosys-sta/result/ysyx_25030077-330MHz/ysyx_25030077.netlist.fixed.v
I20251130 15:41:10.042102 26790 StaDataPropagationBFS.cc:82] Thread 140571410564672 date fwd propagate found start vertex.io_master_rdata[1]
I20251130 15:41:10.042111 26781 StaDataPropagationBFS.cc:82] Thread 140571275826752 date fwd propagate found start vertex.io_master_rdata[4]
I20251130 15:41:10.042096 26785 StaDataPropagationBFS.cc:82] Thread 140571452528192 date fwd propagate found start vertex.io_master_arready
I20251130 15:41:10.042078 26809 StaDataPropagationBFS.cc:82] Thread 140571217077824 date fwd propagate found start vertex.reset
I20251130 15:41:10.042091 26783 StaDataPropagationBFS.cc:82] Thread 140571469313600 date fwd propagate found start vertex.io_master_wready
[0;31mE20251130 15:41:10.042207 26796 Lib.cc:181] Warning: val outside table ranges:  val = 0; min_val = 0.00117378; max_val = 0.198535
[m[0;31mE20251130 15:41:10.042212 26800 Lib.cc:181] Warning: val outside table ranges:  val = 0; min_val = 0.00117378; max_val = 0.198535
[mI20251130 15:41:10.042079 26780 StaDataPropagationBFS.cc:82] Thread 140571267434048 date fwd propagate found start vertex.io_master_awready
I20251130 15:41:10.042101 26791 StaDataPropagationBFS.cc:82] Thread 140571402171968 date fwd propagate found start vertex.io_master_rdata[0]
[0;31mE20251130 15:41:10.042217 26789 Lib.cc:181] Warning: val outside table ranges:  val = 0; min_val = 0.00117378; max_val = 0.198535
[m[0;31mE20251130 15:41:10.042209 26788 Lib.cc:181] Warning: val outside table ranges:  val = 0; min_val = 0.00117378; max_val = 0.198535
[m[0;31mE20251130 15:41:10.042223 26803 Lib.cc:181] Warning: val outside table ranges:  val = 0; min_val = 0.00117378; max_val = 0.198535
[m[0;31mE20251130 15:41:10.042230 26801 Lib.cc:181] Warning: val outside table ranges:  val = 0; min_val = 0.00117378; max_val = 0.198535
[mI20251130 15:41:10.042094 26784 StaDataPropagationBFS.cc:82] Thread 140571460920896 date fwd propagate found start vertex.io_master_rvalid
I20251130 15:41:10.042110 26792 StaDataPropagationBFS.cc:82] Thread 140571393779264 date fwd propagate found start vertex.io_master_rdata[2]
[0;31mE20251130 15:41:10.042218 26785 Lib.cc:181] Warning: val outside table ranges:  val = 0; min_val = 0.00117378; max_val = 0.198535
[m[0;31mE20251130 15:41:10.042207 26794 Lib.cc:181] Warning: val outside table ranges:  val = 0; min_val = 0.00117378; max_val = 0.198535
[m[0;31mE20251130 15:41:10.042232 26804 Lib.cc:181] Warning: val outside table ranges:  val = 0; min_val = 0.00117378; max_val = 0.198535
[m[0;31mE20251130 15:41:10.042207 26779 Lib.cc:181] Warning: val outside table ranges:  val = 0; min_val = 0.00117378; max_val = 0.198535
[mI20251130 15:41:10.045117 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 419
I20251130 15:41:10.048283 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 1091
I20251130 15:41:10.058216 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 284
I20251130 15:41:10.061561 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 490
I20251130 15:41:10.065068 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 151
I20251130 15:41:10.067543 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 307
I20251130 15:41:10.071873 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 93
I20251130 15:41:10.073519 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 260
I20251130 15:41:10.079018 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 136
I20251130 15:41:10.082928 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 240
I20251130 15:41:10.089466 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 107
I20251130 15:41:10.092221 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 279
I20251130 15:41:10.095182 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 86
I20251130 15:41:10.096796 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 238
I20251130 15:41:10.098939 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 82
I20251130 15:41:10.101974 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 201
I20251130 15:41:10.105870 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 98
I20251130 15:41:10.108340 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 190
I20251130 15:41:10.110376 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 85
I20251130 15:41:10.111765 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 175
I20251130 15:41:10.113576 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 86
I20251130 15:41:10.115139 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 228
I20251130 15:41:10.118959 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 101
I20251130 15:41:10.121585 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 267
I20251130 15:41:10.124743 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 122
I20251130 15:41:10.126528 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 377
I20251130 15:41:10.129293 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 129
I20251130 15:41:10.130805 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 274
I20251130 15:41:10.133414 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 130
I20251130 15:41:10.136559 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 202
I20251130 15:41:10.138736 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 80
I20251130 15:41:10.140046 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 102
I20251130 15:41:10.146353 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 37
I20251130 15:41:10.149624 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 56
I20251130 15:41:10.152801 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 26
I20251130 15:41:10.154906 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 33
I20251130 15:41:10.156692 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 21
I20251130 15:41:10.158816 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 36
I20251130 15:41:10.160128 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 20
I20251130 15:41:10.161188 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 31
I20251130 15:41:10.162261 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 22
I20251130 15:41:10.163275 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 31
I20251130 15:41:10.164345 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 16
I20251130 15:41:10.165339 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 27
I20251130 15:41:10.166356 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 19
I20251130 15:41:10.168274 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 32
I20251130 15:41:10.169853 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 18
I20251130 15:41:10.171420 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 27
I20251130 15:41:10.172907 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 19
I20251130 15:41:10.174566 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 30
I20251130 15:41:10.175843 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 18
I20251130 15:41:10.176985 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 27
I20251130 15:41:10.178149 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 16
I20251130 15:41:10.179280 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 27
I20251130 15:41:10.180629 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 15
I20251130 15:41:10.181751 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 22
I20251130 15:41:10.183234 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 11
I20251130 15:41:10.185536 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 16
I20251130 15:41:10.187763 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 12
I20251130 15:41:10.190171 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 18
I20251130 15:41:10.192137 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 14
I20251130 15:41:10.193246 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 21
I20251130 15:41:10.194417 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 15
I20251130 15:41:10.195488 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 21
I20251130 15:41:10.196798 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 15
I20251130 15:41:10.197901 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 21
I20251130 15:41:10.199079 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 14
I20251130 15:41:10.200475 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 17
I20251130 15:41:10.203145 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 12
I20251130 15:41:10.204952 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 15
I20251130 15:41:10.206349 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 9
I20251130 15:41:10.207617 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 14
I20251130 15:41:10.209081 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 11
I20251130 15:41:10.214985 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 13
I20251130 15:41:10.220089 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 9
I20251130 15:41:10.224066 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 16
I20251130 15:41:10.226449 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 10
I20251130 15:41:10.228766 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 34
I20251130 15:41:10.230499 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 12
I20251130 15:41:10.231884 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 64
I20251130 15:41:10.234211 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 45
I20251130 15:41:10.239065 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 157
I20251130 15:41:10.242030 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 103
I20251130 15:41:10.243633 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 205
I20251130 15:41:10.245826 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 115
I20251130 15:41:10.247383 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 201
I20251130 15:41:10.249533 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 120
I20251130 15:41:10.252470 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 157
I20251130 15:41:10.257182 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 99
I20251130 15:41:10.258867 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 133
I20251130 15:41:10.260494 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 84
I20251130 15:41:10.261691 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 97
I20251130 15:41:10.263278 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 60
I20251130 15:41:10.264562 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 81
I20251130 15:41:10.265823 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 37
I20251130 15:41:10.267458 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 53
I20251130 15:41:10.270018 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 26
I20251130 15:41:10.271261 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 43
I20251130 15:41:10.272478 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 14
I20251130 15:41:10.273471 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 16
I20251130 15:41:10.274489 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 5
I20251130 15:41:10.275651 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 7
I20251130 15:41:10.277386 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 3
I20251130 15:41:10.279526 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 6
I20251130 15:41:10.281729 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 5
I20251130 15:41:10.283541 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 15
I20251130 15:41:10.287281 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 3
I20251130 15:41:10.289646 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 31
I20251130 15:41:10.291960 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 1
I20251130 15:41:10.293344 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 1
I20251130 15:41:10.294606 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 1
I20251130 15:41:10.295562 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 10
I20251130 15:41:10.296594 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 10
I20251130 15:41:10.297559 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 19
I20251130 15:41:10.298578 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 10
I20251130 15:41:10.299626 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 25
I20251130 15:41:10.301931 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 19
I20251130 15:41:10.303880 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 19
I20251130 15:41:10.305536 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 9
I20251130 15:41:10.308027 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 15
I20251130 15:41:10.309182 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 7
I20251130 15:41:10.310177 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 16
I20251130 15:41:10.311264 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 10
I20251130 15:41:10.312186 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 10
I20251130 15:41:10.313232 26699 StaDataPropagationBFS.cc:229] data fwd propagation bfs end
I20251130 15:41:10.313277 26699 StaDataPropagationBFS.cc:232] data fwd propagation bfs memory usage 0MB
I20251130 15:41:10.313290 26699 StaDataPropagationBFS.cc:234] data fwd propagation bfs time elapsed 0.272814s
I20251130 15:41:10.313297 26699 StaDataPropagation.cc:695] data fwd propagation end
I20251130 15:41:10.313303 26699 StaDataPropagation.cc:676] data fwd propagation start
I20251130 15:41:10.313321 26699 StaDataPropagationBFS.cc:166] data fwd propagation bfs start
I20251130 15:41:10.313939 26699 StaDataPropagationBFS.cc:190] propagating current data queue vertexes number is 2
I20251130 15:41:10.315088 26699 StaDataPropagationBFS.cc:229] data fwd propagation bfs end
I20251130 15:41:10.315121 26699 StaDataPropagationBFS.cc:232] data fwd propagation bfs memory usage 0MB
I20251130 15:41:10.315129 26699 StaDataPropagationBFS.cc:234] data fwd propagation bfs time elapsed 0.001808s
I20251130 15:41:10.315135 26699 StaDataPropagation.cc:695] data fwd propagation end
I20251130 15:41:10.315140 26699 StaAnalyze.cc:557] analyze timing path start
I20251130 15:41:10.315146 26699 StaAnalyze.cc:565] analyze timing path end vertex 1 total 499 start
[0;31mE20251130 15:41:10.315151 26699 StaAnalyze.cc:328] The output port io_slave_awready is not constrained
[m[0;31mE20251130 15:41:10.315171 26699 StaAnalyze.cc:328] The output port io_slave_awready is not constrained
[mI20251130 15:41:10.315182 26699 StaAnalyze.cc:599] analyze timing path end vertex 1 total 499 end
[0;31mE20251130 15:41:10.315187 26699 StaAnalyze.cc:328] The output port io_slave_wready is not constrained
[m[0;31mE20251130 15:41:10.315197 26699 StaAnalyze.cc:328] The output port io_slave_wready is not constrained
[m[0;31mE20251130 15:41:10.315207 26699 StaAnalyze.cc:328] The output port io_slave_bvalid is not constrained
[m[0;31mE20251130 15:41:10.315225 26699 StaAnalyze.cc:328] The output port io_slave_bvalid is not constrained
[m[0;31mE20251130 15:41:10.315236 26699 StaAnalyze.cc:328] The output port io_slave_arready is not constrained
[m[0;31mE20251130 15:41:10.315248 26699 StaAnalyze.cc:328] The output port io_slave_arready is not constrained
[m[0;31mE20251130 15:41:10.315258 26699 StaAnalyze.cc:328] The output port io_slave_rvalid is not constrained
[m[0;31mE20251130 15:41:10.315267 26699 StaAnalyze.cc:328] The output port io_slave_rvalid is not constrained
[mI20251130 15:41:10.315279 26699 StaAnalyze.cc:565] analyze timing path end vertex 11 total 499 start
I20251130 15:41:10.315284 26699 StaAnalyze.cc:599] analyze timing path end vertex 11 total 499 end
I20251130 15:41:10.315289 26699 StaAnalyze.cc:565] analyze timing path end vertex 21 total 499 start
I20251130 15:41:10.315294 26699 StaAnalyze.cc:599] analyze timing path end vertex 21 total 499 end
I20251130 15:41:10.315299 26699 StaAnalyze.cc:565] analyze timing path end vertex 31 total 499 start
I20251130 15:41:10.315302 26699 StaAnalyze.cc:599] analyze timing path end vertex 31 total 499 end
I20251130 15:41:10.315308 26699 StaAnalyze.cc:565] analyze timing path end vertex 41 total 499 start
I20251130 15:41:10.315312 26699 StaAnalyze.cc:599] analyze timing path end vertex 41 total 499 end
I20251130 15:41:10.315317 26699 StaAnalyze.cc:565] analyze timing path end vertex 51 total 499 start
I20251130 15:41:10.315321 26699 StaAnalyze.cc:599] analyze timing path end vertex 51 total 499 end
I20251130 15:41:10.315326 26699 StaAnalyze.cc:565] analyze timing path end vertex 61 total 499 start
I20251130 15:41:10.315331 26699 StaAnalyze.cc:599] analyze timing path end vertex 61 total 499 end
I20251130 15:41:10.315336 26699 StaAnalyze.cc:565] analyze timing path end vertex 71 total 499 start
I20251130 15:41:10.315340 26699 StaAnalyze.cc:599] analyze timing path end vertex 71 total 499 end
I20251130 15:41:10.315346 26699 StaAnalyze.cc:565] analyze timing path end vertex 81 total 499 start
I20251130 15:41:10.315349 26699 StaAnalyze.cc:599] analyze timing path end vertex 81 total 499 end
I20251130 15:41:10.315354 26699 StaAnalyze.cc:565] analyze timing path end vertex 91 total 499 start
I20251130 15:41:10.315358 26699 StaAnalyze.cc:599] analyze timing path end vertex 91 total 499 end
I20251130 15:41:10.315363 26699 StaAnalyze.cc:565] analyze timing path end vertex 101 total 499 start
I20251130 15:41:10.315368 26699 StaAnalyze.cc:599] analyze timing path end vertex 101 total 499 end
I20251130 15:41:10.315373 26699 StaAnalyze.cc:565] analyze timing path end vertex 111 total 499 start
I20251130 15:41:10.315378 26699 StaAnalyze.cc:599] analyze timing path end vertex 111 total 499 end
I20251130 15:41:10.315382 26699 StaAnalyze.cc:565] analyze timing path end vertex 121 total 499 start
I20251130 15:41:10.315387 26699 StaAnalyze.cc:599] analyze timing path end vertex 121 total 499 end
I20251130 15:41:10.315392 26699 StaAnalyze.cc:565] analyze timing path end vertex 131 total 499 start
I20251130 15:41:10.315397 26699 StaAnalyze.cc:599] analyze timing path end vertex 131 total 499 end
I20251130 15:41:10.315402 26699 StaAnalyze.cc:565] analyze timing path end vertex 141 total 499 start
I20251130 15:41:10.315407 26699 StaAnalyze.cc:599] analyze timing path end vertex 141 total 499 end
I20251130 15:41:10.315411 26699 StaAnalyze.cc:565] analyze timing path end vertex 151 total 499 start
I20251130 15:41:10.315415 26699 StaAnalyze.cc:599] analyze timing path end vertex 151 total 499 end
I20251130 15:41:10.315420 26699 StaAnalyze.cc:565] analyze timing path end vertex 161 total 499 start
I20251130 15:41:10.315424 26699 StaAnalyze.cc:599] analyze timing path end vertex 161 total 499 end
I20251130 15:41:10.315429 26699 StaAnalyze.cc:565] analyze timing path end vertex 171 total 499 start
I20251130 15:41:10.315434 26699 StaAnalyze.cc:599] analyze timing path end vertex 171 total 499 end
I20251130 15:41:10.315439 26699 StaAnalyze.cc:565] analyze timing path end vertex 181 total 499 start
I20251130 15:41:10.315448 26699 StaAnalyze.cc:599] analyze timing path end vertex 181 total 499 end
I20251130 15:41:10.315454 26699 StaAnalyze.cc:565] analyze timing path end vertex 191 total 499 start
I20251130 15:41:10.315459 26699 StaAnalyze.cc:599] analyze timing path end vertex 191 total 499 end
I20251130 15:41:10.315464 26699 StaAnalyze.cc:565] analyze timing path end vertex 201 total 499 start
I20251130 15:41:10.315467 26699 StaAnalyze.cc:599] analyze timing path end vertex 201 total 499 end
I20251130 15:41:10.315472 26699 StaAnalyze.cc:565] analyze timing path end vertex 211 total 499 start
I20251130 15:41:10.315477 26699 StaAnalyze.cc:599] analyze timing path end vertex 211 total 499 end
I20251130 15:41:10.315497 26699 StaAnalyze.cc:303] add path data num 4 to f_gpr.regs_28_$_SDFFE_PP0P__Q:D
I20251130 15:41:10.315547 26699 StaAnalyze.cc:565] analyze timing path end vertex 221 total 499 start
I20251130 15:41:10.315560 26699 StaAnalyze.cc:599] analyze timing path end vertex 221 total 499 end
I20251130 15:41:10.315624 26699 StaAnalyze.cc:565] analyze timing path end vertex 231 total 499 start
I20251130 15:41:10.315637 26699 StaAnalyze.cc:599] analyze timing path end vertex 231 total 499 end
I20251130 15:41:10.315696 26699 StaAnalyze.cc:565] analyze timing path end vertex 241 total 499 start
I20251130 15:41:10.315706 26699 StaAnalyze.cc:599] analyze timing path end vertex 241 total 499 end
I20251130 15:41:10.315752 26699 StaAnalyze.cc:565] analyze timing path end vertex 251 total 499 start
I20251130 15:41:10.315761 26699 StaAnalyze.cc:599] analyze timing path end vertex 251 total 499 end
I20251130 15:41:10.315804 26699 StaAnalyze.cc:565] analyze timing path end vertex 261 total 499 start
I20251130 15:41:10.315814 26699 StaAnalyze.cc:599] analyze timing path end vertex 261 total 499 end
I20251130 15:41:10.315896 26699 StaAnalyze.cc:565] analyze timing path end vertex 271 total 499 start
I20251130 15:41:10.315910 26699 StaAnalyze.cc:599] analyze timing path end vertex 271 total 499 end
I20251130 15:41:10.315987 26699 StaAnalyze.cc:565] analyze timing path end vertex 281 total 499 start
I20251130 15:41:10.316000 26699 StaAnalyze.cc:599] analyze timing path end vertex 281 total 499 end
I20251130 15:41:10.316157 26699 StaAnalyze.cc:565] analyze timing path end vertex 291 total 499 start
I20251130 15:41:10.316192 26699 StaAnalyze.cc:599] analyze timing path end vertex 291 total 499 end
I20251130 15:41:10.316337 26699 StaAnalyze.cc:565] analyze timing path end vertex 301 total 499 start
I20251130 15:41:10.316361 26699 StaAnalyze.cc:599] analyze timing path end vertex 301 total 499 end
I20251130 15:41:10.316386 26699 StaAnalyze.cc:303] add path data num 2 to c_arbiter.canAccept_prng.state_14_$_SDFF_PP0__Q:D
I20251130 15:41:10.316474 26699 StaAnalyze.cc:565] analyze timing path end vertex 311 total 499 start
I20251130 15:41:10.316485 26699 StaAnalyze.cc:599] analyze timing path end vertex 311 total 499 end
I20251130 15:41:10.316551 26699 StaAnalyze.cc:565] analyze timing path end vertex 321 total 499 start
I20251130 15:41:10.316563 26699 StaAnalyze.cc:599] analyze timing path end vertex 321 total 499 end
I20251130 15:41:10.316623 26699 StaAnalyze.cc:565] analyze timing path end vertex 331 total 499 start
I20251130 15:41:10.316638 26699 StaAnalyze.cc:599] analyze timing path end vertex 331 total 499 end
I20251130 15:41:10.316697 26699 StaAnalyze.cc:565] analyze timing path end vertex 341 total 499 start
I20251130 15:41:10.316710 26699 StaAnalyze.cc:599] analyze timing path end vertex 341 total 499 end
I20251130 15:41:10.316792 26699 StaAnalyze.cc:565] analyze timing path end vertex 351 total 499 start
I20251130 15:41:10.316807 26699 StaAnalyze.cc:599] analyze timing path end vertex 351 total 499 end
I20251130 15:41:10.316824 26699 StaAnalyze.cc:303] add path data num 2 to c_arbiter.clint_reg_$_SDFF_PP0__Q_44:D
I20251130 15:41:10.316893 26699 StaAnalyze.cc:565] analyze timing path end vertex 361 total 499 start
I20251130 15:41:10.316905 26699 StaAnalyze.cc:599] analyze timing path end vertex 361 total 499 end
I20251130 15:41:10.316996 26699 StaAnalyze.cc:565] analyze timing path end vertex 371 total 499 start
I20251130 15:41:10.317013 26699 StaAnalyze.cc:599] analyze timing path end vertex 371 total 499 end
I20251130 15:41:10.317068 26699 StaAnalyze.cc:565] analyze timing path end vertex 381 total 499 start
I20251130 15:41:10.317075 26699 StaAnalyze.cc:599] analyze timing path end vertex 381 total 499 end
I20251130 15:41:10.317090 26699 StaAnalyze.cc:565] analyze timing path end vertex 391 total 499 start
I20251130 15:41:10.317094 26699 StaAnalyze.cc:599] analyze timing path end vertex 391 total 499 end
I20251130 15:41:10.317106 26699 StaAnalyze.cc:565] analyze timing path end vertex 401 total 499 start
I20251130 15:41:10.317111 26699 StaAnalyze.cc:599] analyze timing path end vertex 401 total 499 end
I20251130 15:41:10.317116 26699 StaAnalyze.cc:303] add path data num 0 to c_arbiter.inst_reg_$_SDFFE_PP0P__Q_31:D
I20251130 15:41:10.317137 26699 StaAnalyze.cc:565] analyze timing path end vertex 411 total 499 start
I20251130 15:41:10.317152 26699 StaAnalyze.cc:599] analyze timing path end vertex 411 total 499 end
I20251130 15:41:10.317270 26699 StaAnalyze.cc:565] analyze timing path end vertex 421 total 499 start
I20251130 15:41:10.317289 26699 StaAnalyze.cc:599] analyze timing path end vertex 421 total 499 end
I20251130 15:41:10.317384 26699 StaAnalyze.cc:565] analyze timing path end vertex 431 total 499 start
I20251130 15:41:10.317404 26699 StaAnalyze.cc:599] analyze timing path end vertex 431 total 499 end
I20251130 15:41:10.317535 26699 StaAnalyze.cc:565] analyze timing path end vertex 441 total 499 start
I20251130 15:41:10.317557 26699 StaAnalyze.cc:599] analyze timing path end vertex 441 total 499 end
I20251130 15:41:10.317721 26699 StaAnalyze.cc:565] analyze timing path end vertex 451 total 499 start
I20251130 15:41:10.317754 26699 StaAnalyze.cc:599] analyze timing path end vertex 451 total 499 end
I20251130 15:41:10.317795 26699 StaAnalyze.cc:303] add path data num 4 to f_gpr.pc_next_reg_$_SDFFE_PP0P__Q_12:D
I20251130 15:41:10.317920 26699 StaAnalyze.cc:565] analyze timing path end vertex 461 total 499 start
I20251130 15:41:10.317943 26699 StaAnalyze.cc:599] analyze timing path end vertex 461 total 499 end
I20251130 15:41:10.318131 26699 StaAnalyze.cc:565] analyze timing path end vertex 471 total 499 start
I20251130 15:41:10.318151 26699 StaAnalyze.cc:599] analyze timing path end vertex 471 total 499 end
I20251130 15:41:10.318275 26699 StaAnalyze.cc:565] analyze timing path end vertex 481 total 499 start
I20251130 15:41:10.318320 26699 StaAnalyze.cc:599] analyze timing path end vertex 481 total 499 end
